individual acc 58.0
baseline acc 59.0
IndivRefine acc 68.0
IndivRefineMILP acc 68.0
CrossEx acc 69.0
final acc 69.0
individual time 0.008953523635864259
baseline time 1.3820603609085085
IndivRefine time 0.3619452476501465
IndivRefineMILP time 2.1895923614501953
CrossEx time 1.4224242448806763
final time 2.592678666114807
