bounds: -0.12428426742553711 -0.12428426742553711
bounds: -0.12428474426269531 0.03532373905181885
bounds: -0.09438276290893555 0.06582650542259216
bounds: -0.06989765167236328 0.09302866458892822
bounds: -0.050301551818847656 0.11199676990509033
bounds: -0.03586721420288086 0.12349766492843628
bounds: -0.025921344757080078 0.13329744338989258
bounds: -0.02478921413421631 0.13598322868347168
bounds: -0.023621082305908203 0.13707417249679565
bounds: -0.023215293884277344 0.13778018951416016
bounds: -0.022742271423339844 0.1381053924560547
bounds: -0.022324562072753906 0.13834929466247559
bounds: -0.021917343139648438 0.13858002424240112
bounds: -0.02155590057373047 0.1388312578201294
bounds: -0.021380901336669922 0.1389700174331665
bounds: -0.021344661712646484 0.1390378475189209
bounds: -0.021364212036132812 0.13901591300964355
bounds: -0.021361351013183594 0.1390531063079834
bounds: -0.021363258361816406 0.1391928791999817
bounds: -0.021341800689697266 0.13938575983047485
bounds: -0.02127981185913086 0.13955903053283691
lp_bound: 0.12294890128964407 0.1396658042456837
lp_time: 2.6401209831237793 7.530850172042847
